   0%|          | 0/3 [00:00<?, ?it/s] Average Metric: 0.00 / 1 (0.0%):   0%|          | 0/3 [00:15<?, ?it/s] Average Metric: 0.00 / 1 (0.0%):  33%|███▎      | 1/3 [00:15<00:30, 15.17s/it] Average Metric: 0.00 / 2 (0.0%):  33%|███▎      | 1/3 [00:15<00:30, 15.17s/it] Average Metric: 0.00 / 2 (0.0%):  67%|██████▋   | 2/3 [00:15<00:06,  6.45s/it] Average Metric: 0.50 / 3 (16.7%):  67%|██████▋   | 2/3 [00:16<00:06,  6.45s/it] Average Metric: 0.50 / 3 (16.7%): 100%|██████████| 3/3 [00:16<00:00,  3.85s/it] Average Metric: 0.50 / 3 (16.7%): 100%|██████████| 3/3 [00:16<00:00,  5.42s/it]
))
flop_module.predict = Predict(StringSignature(personality, hole_cards, street, board -> reasoning, action
    instructions='Review the folling Poker Hand and determine the best action.'
    personality = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Personality:', 'desc': '${personality}'})
    hole_cards = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Hole Cards:', 'desc': '${hole_cards}'})
    street = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Street:', 'desc': '${street}'})
    board = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Board:', 'desc': '${board}'})
    reasoning = Field(annotation=str required=True json_schema_extra={'prefix': "Reasoning: Let's think step by step in order to", 'desc': '${reasoning}', '__dspy_field_type': 'output'})
    action = Field(annotation=Literal['fold', 'check', 'call', 'raise', 'all_in'] required=True json_schema_extra={'__dspy_field_type': 'output', 'prefix': 'Action:', 'desc': '${action}'})
))
turn_module.predict = Predict(StringSignature(personality, hole_cards, street, board -> reasoning, action
    instructions='python\n# Task Instruction\n\n## Task Description\nThe task is to determine the best action for a given poker hand based on the player\'s personality, hole cards, the current board, and the street.\n\n## Input Format\nThe input will be a dictionary containing the following keys:\n- `personality`: a string representing the player\'s personality (e.g., "twenty_five_percent")\n- `hole_cards`: a tuple of two strings representing the player\'s hole cards (e.g., "(2s, Jc)")\n- `board`: a tuple of four strings representing the current board (e.g., "(Kc, 7d, 2c, 3s)")\n- `street`: a string representing the current street (e.g., "Turn" or "Flop")\n\n## Task Requirements\nThe assistant should provide a clear and concise reasoning for the recommended action, taking into account the player\'s personality, the strength of the hand, and the potential draws.\n\n## Domain-Specific Factual Information\n- A "twenty-five percent player" is a tight-aggressive player who plays a small percentage of hands.\n- A "straight draw" is a hand that has a possible straight, but not yet completed.\n- A "flush draw" is a hand that has a possible flush, but not yet completed.\n- The player should be cautious when facing a possible flush draw, as it may be more likely to get paid off on the flush than on the straight.\n- The player should be tight-aggressive, playing strong hands and folding weak hands.\n\n## Generalizable Strategy\nThe assistant should use a decision tree or a similar strategy to determine the best action based on the input parameters. The decision tree should consider the player\'s personality, the strength of the hand, and the potential draws.\n\n## Evaluation Criteria\nThe assistant\'s response will be evaluated based on the correctness of the recommended action, the clarity and concision of the reasoning, and the ability to adapt to different player personalities and hand strengths.\n\n## Example Inputs and Feedback\nThe following are examples of input and feedback:\n```\n# Example 1\n## Inputs\n### personality\ntwenty_five_percent\n\n### hole_cards\n(2s, Jc)\n\n### board\n(Kc, 7d, 2c, 3s)\n\n### street\nTurn\n\n## Generated Outputs\n### reasoning\nI\'m a tight player, so I don\'t like to play too many hands. Given my hole cards (2s, Jc) and the board (Kc, 7d, 2c, 3s), I have a possible straight draw, but it\'s not very strong. The turn card doesn\'t seem to have improved my hand much, so I\'ll play it safe and check.\n\n### action\ncheck\n\n## Feedback\nYou made the correct \'check\' action for this hand and board. This correct action is indeed \'check\'.\n\n# Example 2\n## Inputs\n### personality\ntwenty_five_percent\n\n### hole_cards\n(Ad, 8c)\n\n### board\n(Qc, Kh, 3s)\n\n### street\nFlop\n\n## Generated Outputs\n### reasoning\nAs a twenty-five percent player, I\'m looking to play tight-aggressive. Given the flop of (Qc, Kh, 3s) and my hole cards (Ad, 8c), I have a possible draw to a straight. However, the board also has a possible flush draw, which makes it less likely for me to get paid off on my draw. Considering the strength of the board and the possible draws, I should be cautious and not overplay my hand.\n\n### action\nfold\n\n## Feedback\nYou made the incorrect \'call\' action for this hand and board. The correct action is \'check\'. Think about how you could have reasoned to make the correct decision with you hand and the board cards.\n\n# Example 3\n## Inputs\n### personality\ntwenty_five_percent\n\n### hole_cards\n(7d, 5h)\n\n### board\n(Qc, 6d, 8d, 6h)\n\n### street\nTurn\n\n## Generated Outputs\n### reasoning\nGiven the board and my hole cards, I have a possible straight draw. I need to decide whether to call the current bet or raise to try to price out other players or protect my hand.\n\n### action\ncall\n\n## Feedback\nYou made the incorrect \'call\' action for this hand and board. The correct action is \'check\'. Think about how you could have reasoned to make the correct decision with you hand and the board cards.'
    personality = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Personality:', 'desc': '${personality}'})
    hole_cards = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Hole Cards:', 'desc': '${hole_cards}'})
    street = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Street:', 'desc': '${street}'})
    board = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Board:', 'desc': '${board}'})
    reasoning = Field(annotation=str required=True json_schema_extra={'prefix': "Reasoning: Let's think step by step in order to", 'desc': '${reasoning}', '__dspy_field_type': 'output'})
    action = Field(annotation=Literal['fold', 'check', 'call', 'raise', 'all_in'] required=True json_schema_extra={'__dspy_field_type': 'output', 'prefix': 'Action:', 'desc': '${action}'})
))
river_module.predict = Predict(StringSignature(personality, hole_cards, street, board -> reasoning, action
    instructions='python\n# Task Instruction\n\n## Task Description\nThe task is to determine the best action for a given Poker Hand, considering the player\'s personality, hole cards, board cards, and the current street.\n\n## Input Format\nThe input will be a dictionary containing the following keys:\n- `personality`: a string representing the player\'s personality (e.g., "twenty_five_percent")\n- `hole_cards`: a tuple of two strings representing the player\'s hole cards (e.g., "(7h, 8d)")\n- `board`: a tuple of five strings representing the current board cards (e.g., "(5d, 4h, Ah, 3h, Jd)")\n- `street`: a string representing the current street (e.g., "River", "Flop", etc.)\n\n## Task Requirements\nThe assistant should provide a clear and concise reasoning for the recommended action, taking into account the player\'s personality, the strength of their hand, and the potential outcomes of the game.\n\n## Domain-Specific Factual Information\n- A "twenty-five percent" player is a tight-aggressive player who aims to play a small percentage of hands and bet/raise aggressively when they do play.\n- A "straight draw" is a hand that has the potential to improve to a straight (five consecutive cards of the same suit).\n- A "flush draw" is a hand that has the potential to improve to a flush (five cards of the same suit).\n- The "Flop" is the first three community cards dealt face-up on the table.\n- The "Turn" is the fourth community card dealt face-up on the table.\n- The "River" is the fifth and final community card dealt face-up on the table.\n- A "King-high" hand is a hand that has a King as the highest card.\n- A "possible draw" is a hand that has the potential to improve to a stronger hand.\n\n## Generalizable Strategy\nThe assistant should use a decision-making framework that considers the player\'s personality, the strength of their hand, and the potential outcomes of the game. This framework should include the following steps:\n1. Evaluate the player\'s personality and adjust the decision-making process accordingly.\n2. Assess the strength of the player\'s hand and the potential outcomes of the game.\n3. Consider the community cards and their impact on the player\'s hand.\n4. Make a decision based on the evaluation and assessment in steps 1-3.\n\n## Evaluation Metrics\nThe assistant\'s performance will be evaluated based on the accuracy of its recommendations and the clarity of its reasoning. The assistant should provide a clear and concise explanation for its recommended action, and its recommendations should be consistent with the player\'s personality and the strength of their hand.\n\n## Example Inputs and Outputs\nThe following are examples of input and output for this task:\n```\n# Example 1\n## Inputs\n### personality\ntwenty_five_percent\n\n### hole_cards\n(7h, 8d)\n\n### board\n(5d, 4h, Ah, 3h, Jd)\n\n### street\nRiver\n\n## Generated Outputs\n### reasoning\nWith a 7h and 8d in my hand, and the board showing 5d, 4h, Ah, 3h, Jd, I have a weak hand with no clear winner. However, I have a possible straight draw with the 7h and 8d. Since it\'s the River, I should consider the possibility of my opponent having a stronger hand and try to minimize my losses.\n\n### action\nfold\n\n## Feedback\nYou made the correct \'fold\' action for this hand and board. This correct action is indeed \'fold\'.\n\n# Example 2\n## Inputs\n### personality\ntwenty_five_percent\n\n### hole_cards\n(Th, Qd)\n\n### board\n(Kd, 6c, 3s)\n\n### street\nFlop\n\n## Generated Outputs\n### reasoning\nAs a twenty-five percent player, I\'m looking to play tight-aggressive. Given the flop of (Kd, 6c, 3s) and my hole cards (Th, Qd), I have a possible draw with the 6c and the 3s. However, the presence of the King on the board makes it a bit tricky. I\'ll need to see how the other players react to make a decision.\n\n### action\ncall\n\n## Feedback\nYou made the incorrect \'raise\' action for this hand and board. The correct action is \'fold\'. Think about how you could have reasoned to make the correct decision with you hand and the board cards.\n\n# Example 3\n## Inputs\n### personality\ntwenty_five_percent\n\n### hole_cards\n(8s, 7c)\n\n### board\n(Qc, 9s, Jd)\n\n### street\nFlop\n\n## Generated Outputs\n### reasoning\nAs a 25% aggressor, I need to be mindful of my position and the strength of my hand. With a Flop of (Qc, 9s, Jd), I have a possible draw to a straight or a flush, but I also need to be cautious of potential overcards. Given my hole cards (8s, 7c), I have a decent chance of improving my hand, but I should be prepared to fold if the turn or river cards don\'t favor me.\n\n### action\ncall\n\n## Feedback\nYou made the incorrect \'call\' action for this hand and board. The correct action is \'fold\'. Think about how you could have reasoned to make the correct decision with you hand and the board cards.'
    personality = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Personality:', 'desc': '${personality}'})
    hole_cards = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Hole Cards:', 'desc': '${hole_cards}'})
    street = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Street:', 'desc': '${street}'})
    board = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Board:', 'desc': '${board}'})
    reasoning = Field(annotation=str required=True json_schema_extra={'prefix': "Reasoning: Let's think step by step in order to", 'desc': '${reasoning}', '__dspy_field_type': 'output'})
    action = Field(annotation=Literal['fold', 'check', 'call', 'raise', 'all_in'] required=True json_schema_extra={'__dspy_field_type': 'output', 'prefix': 'Action:', 'desc': '${action}'})
)), preflop_module.predict = Predict(StringSignature(personality, hole_cards, street, board -> reasoning, action
    instructions="python\n# Task: Determine the Best Action in a Poker Hand\n\n# Input Format:\n# - personality: The player's personality type (e.g., tight, loose, aggressive, passive)\n# - hole_cards: A tuple of two cards representing the player's hole cards (e.g., (Js, Qd))\n# - board: A tuple of five cards representing the community board (e.g., (3c, 7d, 2h, Ks, Ac))\n# - street: The current street of the game (e.g., Preflop, Flop, Turn, River)\n\n# Task Description:\n# The task is to determine the best action for a given poker hand based on the player's personality, hole cards, board, and current street. The action can be one of the following:\n# - check: Pass the action to the next player without placing a bet.\n# - bet: Place a bet to build the pot and narrow the field.\n# - raise: Increase the current bet to build the pot and narrow the field.\n# - call: Match the current bet to stay in the hand.\n# - fold: Give up the hand and forfeit any chance of winning the pot.\n\n# Domain-Specific Factual Information:\n# - A tight player is selective with their starting hands and tends to fold weak hands.\n# - A loose player is more aggressive and tends to play more hands.\n# - A passive player tends to check and call, while an aggressive player tends to bet and raise.\n# - In preflop, players typically check or bet to build the pot and narrow the field.\n# - In the flop, turn, and river streets, players typically check, bet, or call to build the pot and narrow the field.\n\n# Generalizable Strategy:\n# The assistant should use a decision tree or a rule-based system to determine the best action based on the input parameters. The decision tree should consider the player's personality, hole cards, board, and current street to determine the best action.\n\n# Instruction:\n# 1. Read the input parameters carefully and identify the player's personality, hole cards, board, and current street.\n# 2. Use a decision tree or a rule-based system to determine the best action based on the input parameters.\n# 3. Consider the player's personality and adjust the decision tree accordingly.\n# 4. Evaluate the hole cards and board to determine the strength of the hand.\n# 5. Determine the best action based on the strength of the hand and the current street.\n# 6. Return the best action as the output.\n\n# Example Inputs:\n# - personality: twenty_five_percent\n# - hole_cards: (Js, Qd)\n# - board: (3c, 7d, 2h, Ks, Ac)\n# - street: Preflop\n\n# Example Outputs:\n# - action: check\n```\n\n```python\n# Example 1\n## Inputs\n### personality\ntwenty_five_percent\n\n### hole_cards\n(Jd, Qs)\n\n### board\n()\n\n### street\nPreflop\n\n## Generated Outputs\n### reasoning\nAs a tight player (twenty-five percent), I should be selective with my starting hands. With a Jack and a Queen of the same suit, I have a decent chance of making a strong hand. Since it's preflop, I should consider calling to stay in the hand and see the flop.\n\n### action\ncall\n\n## Feedback\nYou made the correct 'call' action for this hand and board.\n\n# Example 2\n## Inputs\n### personality\ntwenty_five_percent\n\n### hole_cards\n(Ts, 8s)\n\n### board\n()\n\n### street\nPreflop\n\n## Generated Outputs\n### reasoning\nI'm a tight player, so I'll check to see if anyone else will bet. With a weak hand like Ts 8s, I don't want to commit too much chips preflop.\n\n### action\ncheck\n\n## Feedback\nYou made the correct 'check' action for this hand and board.\n\n# Example 3\n## Inputs\n### personality\ntwenty_five_percent\n\n### hole_cards\n(6s, Tc)\n\n### board\n()\n\n### street\nPreflop\n\n## Generated Outputs\n### reasoning\nIt's preflop and I have a relatively weak hand with a 6 and a T. I'm playing tight-aggressive, so I'll check to see if anyone else will bet. I don't want to commit too much chips preflop.\n\n### action\ncheck\n\n## Feedback\nYou made the correct 'check' action for this hand and board."
    personality = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Personality:', 'desc': '${personality}'})
    hole_cards = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Hole Cards:', 'desc': '${hole_cards}'})
    street = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Street:', 'desc': '${street}'})
    board = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Board:', 'desc': '${board}'})
    reasoning = Field(annotation=str required=True json_schema_extra={'prefix': "Reasoning: Let's think step by step in order to", 'desc': '${reasoning}', '__dspy_field_type': 'output'})
    action = Field(annotation=Literal['fold', 'check', 'call', 'raise', 'all_in'] required=True json_schema_extra={'__dspy_field_type': 'output', 'prefix': 'Action:', 'desc': '${action}'})
))
flop_module.predict = Predict(StringSignature(personality, hole_cards, street, board -> reasoning, action
    instructions="python\n# Task Description:\n# The task is to determine the best action in a game of Texas Hold'em Poker based on the given hole cards, board, and street.\n# The assistant should consider the personality of the player, which can be one of the following:\n#   - twenty_five_percent: a tight player who only plays strong hands\n#   - fifty_fifty: a balanced player who plays a mix of strong and weak hands\n#   - seventy_five_percent: an aggressive player who plays a lot of hands\n# The assistant should analyze the hand and board to determine the best action, which can be one of the following:\n#   - check: pass the action to the next player without placing a bet\n#   - call: match the current bet\n#   - raise: increase the current bet\n#   - fold: give up the hand and forfeit any chance of winning the pot\n\n# Input Format:\n# The input will be a dictionary with the following keys:\n#   - personality: the personality of the player (twenty_five_percent, fifty_fifty, or seventy_five_percent)\n#   - hole_cards: a tuple of two cards representing the player's hole cards\n#   - board: a tuple of five cards representing the community cards on the board\n#   - street: a string representing the current street (Flop, Turn, or River)\n\n# Task Requirements:\n# The assistant should provide a clear and concise reasoning for the chosen action.\n# The assistant should consider the following factors when determining the best action:\n#   - The strength of the player's hand compared to the board\n#   - The potential for improvement on the next street\n#   - The aggression level of the player based on their personality\n#   - The potential for a draw or a strong hand on the board\n# The assistant should be cautious and look for opportunities to minimize losses for twenty-five percent players.\n# The assistant should consider the possibility of a stronger hand on the board when deciding to call or raise.\n\n# Evaluation Criteria:\n# The assistant's response will be evaluated based on the correctness of the chosen action and the clarity of the reasoning.\n# The assistant's response will be considered correct if it matches the feedback provided for each example.\n\n# Domain-Specific Knowledge:\n# A straight draw is a hand that has the potential to become a straight on the next street.\n# A flush draw is a hand that has the potential to become a flush on the next street.\n# A pair is a hand that has two cards of the same rank.\n# A set is a hand that has three cards of the same rank.\n# A possible draw is a hand that has the potential to become a stronger hand on the next street.\n\n# Generalizable Strategy:\n# The assistant can use a decision tree to determine the best action based on the strength of the player's hand, the potential for improvement on the next street, and the aggression level of the player based on their personality.\n```\n\n```python\n# Example 1\n## Inputs\n### personality\ntwenty_five_percent\n\n### hole_cards\n(Qs, Jd)\n\n### board\n(7c, 8c, Js)\n\n### street\nFlop\n\n## Generated Outputs\n### reasoning\nWith a flop street and a board of (7c, 8c, Js), I have a possible straight draw with my hole cards (Qs, Jd). Given my personality of twenty_five_percent, I'm likely to be cautious and look for opportunities to minimize losses. In this case, I'll choose to call to see how my opponents react, as my hand has a good chance of improving on the next street.\n\n### action\ncall\n\n## Feedback\nCorrect!\n\n# Example 2\n## Inputs\n### personality\ntwenty_five_percent\n\n### hole_cards\n(3s, Jd)\n\n### board\n(Qs, Ac, Tc)\n\n### street\nFlop\n\n## Generated Outputs\n### reasoning\nWith a flop street and a board of (Qs, Ac, Tc), I have a possible draw with my hole cards (3s, Jd). However, I also have a possible straight draw. Given my personality of twenty_five_percent, I'm likely to be cautious and look for opportunities to minimize losses. In this case, I'll choose to check to see how my opponents react.\n\n### action\ncheck\n\n## Feedback\nCorrect!\n\n# Example 3\n## Inputs\n### personality\ntwenty_five_percent\n\n### hole_cards\n(9s, 5c)\n\n### board\n(Td, 9c, 7h)\n\n### street\nFlop\n\n## Generated Outputs\n### reasoning\nWith a flop street and a board of (Td, 9c, 7h), I have a possible straight draw with my hole cards (9s, 5c). Given my personality of twenty_five_percent, I'm likely to be cautious and look for opportunities to minimize losses. In this case, I'll choose to check to see how my opponents react.\n\n### action\ncheck\n\n## Feedback\nCorrect!"
    personality = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Personality:', 'desc': '${personality}'})
    hole_cards = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Hole Cards:', 'desc': '${hole_cards}'})
    street = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Street:', 'desc': '${street}'})
    board = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Board:', 'desc': '${board}'})
    reasoning = Field(annotation=str required=True json_schema_extra={'prefix': "Reasoning: Let's think step by step in order to", 'desc': '${reasoning}', '__dspy_field_type': 'output'})
    action = Field(annotation=Literal['fold', 'check', 'call', 'raise', 'all_in'] required=True json_schema_extra={'__dspy_field_type': 'output', 'prefix': 'Action:', 'desc': '${action}'})
))
turn_module.predict = Predict(StringSignature(personality, hole_cards, street, board -> reasoning, action
    instructions="python\n# Task: Poker Hand Evaluator\n\n# Input Format:\n# - personality: A string representing the player's personality, e.g., 'twenty_five_percent'\n# - hole_cards: A tuple of two cards representing the player's hole cards, e.g., ('Ad', '5s')\n# - board: A tuple of five cards representing the community board, e.g., ('6s', '8s', '2h', '5h', 'Js')\n# - street: A string representing the current street of the game, e.g., 'Turn'\n\n# Task Description:\n# Evaluate a given poker hand and determine the best action based on the player's personality and the current game state.\n\n# Domain-Specific Factual Information:\n# - A twenty-five percent player is a tight-aggressive player who plays a small percentage of hands and bets/raises aggressively when they do play.\n# - A flush draw is a hand that has a chance to make a flush, which is a hand with five cards of the same suit.\n# - A set is a hand with three cards of the same rank.\n# - A jack-high board is a board with a jack as the highest card.\n\n# Generalizable Strategy:\n# - The assistant should consider the player's personality when evaluating the hand.\n# - The assistant should consider the strength of the hand and the potential for improvement on the next street.\n# - The assistant should consider the board texture and the potential for a flush draw.\n# - The assistant should consider the opponent's potential actions and the need to narrow the field.\n\n# Task Instructions:\n# 1. Evaluate the given poker hand based on the player's personality and the current game state.\n# 2. Determine the best action based on the evaluation, considering the strength of the hand, the potential for improvement, the board texture, and the opponent's potential actions.\n# 3. Provide a clear and concise reasoning for the recommended action.\n\n# Example Inputs:\n# - personality: 'twenty_five_percent'\n# - hole_cards: ('Ad', '5s')\n# - board: ('6s', '8s', '2h', '5h', 'Js')\n# - street: 'Turn'\n\n# Example Outputs:\n# - action: 'check'\n# - reasoning: A clear and concise explanation of the recommended action."
    personality = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Personality:', 'desc': '${personality}'})
    hole_cards = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Hole Cards:', 'desc': '${hole_cards}'})
    street = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Street:', 'desc': '${street}'})
    board = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Board:', 'desc': '${board}'})
    reasoning = Field(annotation=str required=True json_schema_extra={'prefix': "Reasoning: Let's think step by step in order to", 'desc': '${reasoning}', '__dspy_field_type': 'output'})
    action = Field(annotation=Literal['fold', 'check', 'call', 'raise', 'all_in'] required=True json_schema_extra={'__dspy_field_type': 'output', 'prefix': 'Action:', 'desc': '${action}'})
))
river_module.predict = Predict(StringSignature(personality, hole_cards, street, board -> reasoning, action
    instructions="python\n# Task: Poker Hand Evaluator\n\n# Input Format:\n#   - personality: A string representing the player's personality, e.g., 'twenty_five_percent'\n#   - hole_cards: A tuple of two strings representing the player's hole cards, e.g., ('Kh', 'Jh')\n#   - board: A tuple of five strings representing the community cards on the board, e.g., ('4h', 'Ad', '3d', '8h', '8c')\n#   - street: A string representing the current street of the game, e.g., 'River', 'Preflop'\n\n# Task Description:\n#   Evaluate a given poker hand and determine the best action based on the player's personality and the current game state.\n\n# Domain-Specific Factual Information:\n#   - A flush draw is a hand that has a possible flush, but not enough cards to make it yet.\n#   - A tight player is a player who folds frequently and only plays strong hands.\n#   - A risk-averse player is a player who prefers to minimize their losses and avoid taking unnecessary risks.\n\n# Generalizable Strategy:\n#   - The player's personality should influence their decision-making process.\n#   - The player should consider the strength of their hand and the community cards on the board.\n#   - The player should be cautious when facing uncertainty and avoid taking unnecessary risks.\n\n# New Instructions:\n#   1. Review the input parameters carefully and identify the player's personality, hole cards, board, and current street.\n#   2. Evaluate the player's hand and determine its strength based on the community cards on the board.\n#   3. Consider the player's personality and adjust their decision-making process accordingly.\n#   4. If the player has a strong hand, consider raising or betting to maximize their winnings.\n#   5. If the player has a weak hand, consider folding to minimize their losses.\n#   6. If the player has a possible flush draw, consider checking to see how their opponent reacts.\n#   7. If the player is facing uncertainty, consider folding to avoid taking unnecessary risks.\n\n# Output Format:\n#   - reasoning: A string explaining the player's thought process and decision-making process.\n#   - action: A string representing the player's best action based on their evaluation."
    personality = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Personality:', 'desc': '${personality}'})
    hole_cards = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Hole Cards:', 'desc': '${hole_cards}'})
    street = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Street:', 'desc': '${street}'})
    board = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Board:', 'desc': '${board}'})
    reasoning = Field(annotation=str required=True json_schema_extra={'prefix': "Reasoning: Let's think step by step in order to", 'desc': '${reasoning}', '__dspy_field_type': 'output'})
    action = Field(annotation=Literal['fold', 'check', 'call', 'raise', 'all_in'] required=True json_schema_extra={'__dspy_field_type': 'output', 'prefix': 'Action:', 'desc': '${action}'})
)), preflop_module.predict = Predict(StringSignature(personality, hole_cards, street, board -> reasoning, action
    instructions="python\n# Task Instruction\n\n## Task Description\nThe task is to determine the best action for a given Poker Hand. The inputs will include the player's personality, their hole cards, the current state of the board, and the current street. The assistant should consider the strength of the player's hole cards, the current state of the board, and the player's personality to recommend the best action.\n\n## Input Format\nThe inputs will be in the following format:\n- personality: A string representing the player's personality, with possible values being 'tight', 'aggressive', or a percentage value (e.g., '25%').\n- hole_cards: A tuple of two strings representing the player's hole cards, with each string being a card rank and suit (e.g., '6s', 'Kh').\n- board: A tuple of strings representing the current state of the board, with each string being a card rank and suit (e.g., 'Ks', '7s', '4s').\n- street: A string representing the current street, with possible values being 'Preflop', 'Flop', 'Turn', or 'River'.\n\n## Task Requirements\nThe assistant should provide a clear and concise reasoning for the recommended action, taking into account the player's personality, the strength of their hole cards, and the current state of the board. The recommended action should be one of the following: 'check', 'call', 'raise', or 'fold'.\n\n## Domain-Specific Factual Information\n- In Poker, the strength of a hand is determined by the ranking of the cards, with higher-ranking cards being stronger.\n- A 'tight' player is someone who plays fewer hands, while an 'aggressive' player is someone who plays more hands and bets more frequently.\n- The 'Preflop' stage is the initial stage of the hand, before the first round of betting.\n- The 'Flop' stage is the first round of community cards dealt after the 'Preflop' stage.\n- The 'Turn' stage is the fourth round of community cards dealt after the 'Flop' stage.\n- The 'River' stage is the final round of community cards dealt after the 'Turn' stage.\n- A 'set' is a hand with three or more cards of the same rank.\n- A 'draw' is a hand that has a chance to improve with the next community card.\n- A 'weak' hand is a hand that is unlikely to improve significantly, such as a low-ranking card or a card with a low probability of improving.\n- A 'strong' hand is a hand that is likely to improve significantly, such as a high-ranking card or a card with a high probability of improving.\n\n## Generalizable Strategy\nThe assistant should use a decision tree or a similar algorithm to determine the best action based on the inputs. The decision tree should take into account the player's personality, the strength of their hole cards, and the current state of the board. The assistant should also consider the possibility of the opponent having a strong hand and adjust the recommended action accordingly.\n\n## Evaluation Criteria\nThe assistant's responses will be evaluated based on the accuracy of the recommended action and the clarity of the reasoning provided. The assistant's responses should be concise and easy to understand, and should take into account the player's personality and the current state of the board.\n\n## Additional Considerations\n- The assistant should consider the possibility of the player's hole cards improving with the next community card.\n- The assistant should consider the possibility of the opponent having a weak hand and adjust the recommended action accordingly.\n- The assistant should consider the player's betting history and adjust the recommended action accordingly.\n- The assistant should consider the current street and adjust the recommended action accordingly.\n\n## Example Inputs and Outputs\nThe following are examples of different task inputs provided to the assistant along with the assistant's response for each of them, and some feedback on how the assistant's response could be better:\n```\n# Example 1\n## Inputs\n### personality\ntwenty_five_percent\n\n### hole_cards\n(Kc, Th)\n\n### board\n()\n\n### street\nPreflop\n\n## Generated Outputs\n### reasoning\nAs a 25% player, we should be playing a relatively tight range of hands. With a Kc and a Th, we have a strong hand, but it's not a set or a draw. Since it's preflop, we don't have much information about the board yet. Given our tight range, we should be looking to play strong hands and build the pot. However, we also need to be mindful of the possibility that our opponent may have a strong hand as well.\n\n### action\nraise\n\n## Feedback\nYou made the incorrect 'raise' action for this hand and board. The correct action is 'call'. Think about how you could have reasoned to make the correct decision with you hand and the board cards.\n\n# Example 2\n## Inputs\n### personality\ntwenty_five_percent\n\n### hole_cards\n(4d, 5d)\n\n### board\n()\n\n### street\nPreflop\n\n## Generated Outputs\n### reasoning\nAs a 25% player, we should be playing a relatively tight range of hands. With a 4d and a 5d, we have a weak hand that is unlikely to improve significantly. Given that we are in the preflop stage and there is no board to speak of, we should be cautious and fold to minimize our losses.\n\n### action\nfold\n\n## Feedback\nYou made the incorrect 'fold' action for this hand and board. The correct action is 'check'. Think about how you could have reasoned to make the correct decision with you hand and the board cards.\n\n# Example 3\n## Inputs\n### personality\ntwenty_five_percent\n\n### hole_cards\n(Tc, 2s)\n\n### board\n()\n\n### street\nPreflop\n\n## Generated Outputs\n### reasoning\nAs a 25% player, we should be playing a relatively tight range of hands. With a weak hand like Tc, 2s, we should be cautious and not get too aggressive. Since we're in the preflop stage, we don't have much information about the board yet, so it's best to play it safe and fold.\n\n### action\nfold\n\n## Feedback\nYou made the incorrect 'fold' action for this hand and board. The correct action is 'check'. Think about how you could have reasoned to make the correct decision with you hand and the board cards."
    personality = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Personality:', 'desc': '${personality}'})
    hole_cards = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Hole Cards:', 'desc': '${hole_cards}'})
    street = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Street:', 'desc': '${street}'})
